bedroom,bathroom,size,address,city,zillow_days,views,price,ad_type,company,agent,link
3,1,--,55-23 31st Ave APT 3G Woodside NY 11377,Woodside,2,335,"570,000",For sale,Keller Williams Realty Landmark II 646-552-5034,geri mckeon ,https://www.zillow.com/homedetails/55-23-31st-Ave-APT-3G-Woodside-NY-11377/2075311772_zpid/
2,1,--,1200 E 53rd St APT 7G Brooklyn NY 11234,Brooklyn,17,"2,149","230,000",For sale,Compass 954-328-6534,Michaela B. ,https://www.zillow.com/homedetails/1200-E-53rd-St-APT-7G-Brooklyn-NY-11234/72640423_zpid/
4,2,--,134-20 225th St Springfield Gardens NY 11413,Springfield Gardens,332,"3,308","465,000",For sale,"ERA Top Service Realty, Inc. 718-464-5800",Michael I. Blake ,https://www.zillow.com/homedetails/134-20-225th-St-Springfield-Gardens-NY-11413/2080686729_zpid/
1,1,--,1777 Madison Ave #33 New York NY 10035,New York,142,"5,799","200,000",For sale,Douglas Elliman 718-780-8124,Shakira CoPenny ,https://www.zillow.com/homedetails/1777-Madison-Ave-33-New-York-NY-10035/2077836300_zpid/
1,2,929,173 Jamie Ln Staten Island NY 10312,Staten Island,2,435,"259,000",For sale,"Neuhaus Realty, Inc. 718-979-3400",Emad Boulos ,https://www.zillow.com/homedetails/173-Jamie-Ln-Staten-Island-NY-10312/2136916318_zpid/
2,1,800,229 W 144th St APT 53 New York NY 10030,New York,23,"3,113","219,000",For sale,Creative Wave Realty Group LLC 914-424-9004,Charles E Hinds ,https://www.zillow.com/homedetails/229-W-144th-St-APT-53-New-York-NY-10030/244753130_zpid/
2,2,"1,100",704 Brook Ave APT 5M Bronx NY 10455,Bronx,23,548,"295,000",For sale,Century 21 Metro Star 718-794-2327,Urmilla Busgith ,https://www.zillow.com/homedetails/704-Brook-Ave-APT-5M-Bronx-NY-10455/2075311908_zpid/
3,2,--,167 Beach 3rd St Far Rockaway NY 11691,Far Rockaway,23,"1,137","499,000",For sale,Five Towns Miller Realty Inc 516-374-4100,Michelle Weingot ,https://www.zillow.com/homedetails/167-Beach-3rd-St-Far-Rockaway-NY-11691/32220786_zpid/
3,4,"1,650",468 Jewett Ave Staten Island NY 10302,Staten Island,146,"1,156","549,900",For sale,"Robert DeFalco Realty, Inc. 718-987-7900",Salvatore Taormina ,https://www.zillow.com/homedetails/468-Jewett-Ave-Staten-Island-NY-10302/32282034_zpid/
3,3,"1,436",3521 Clarendon Rd Brooklyn NY 11203,Brooklyn,12,"1,295","625,000",For sale,Fifth & Forever LLC 718-759-7771,Melissa Alamo ,https://www.zillow.com/homedetails/3521-Clarendon-Rd-Brooklyn-NY-11203/30660880_zpid/
13,19,"11,875",5 E 63rd St New York NY 10065,New York,9,"2,513","15,000,000",For sale,SERHANT. 541-961-1485,Katie Thurber ,https://www.zillow.com/homedetails/5-E-63rd-St-New-York-NY-10065/2075438551_zpid/
2,3,--,2051 28th St Long Island City NY 11105,Long Island City,23,"1,672","999,000",For sale,Keller Williams Realty Liberty 718-848-4700,Jennifer Scala ,https://www.zillow.com/homedetails/2051-28th-St-Long-Island-City-NY-11105/31946398_zpid/
4,2,"1,659",2311 E 14th St Brooklyn NY 11229,Brooklyn,16,"2,899","748,000",For sale,Wolf Properties Management LLC,Frank Lupi ,https://www.zillow.com/homedetails/2311-E-14th-St-Brooklyn-NY-11229/30746674_zpid/
9,6,"3,300",820 Thomas S Boyland St Brooklyn NY 11212,Brooklyn,14,867,"949,000",For sale,My Home Advisors 516-425-3286,My Home Advisors ,https://www.zillow.com/homedetails/820-Thomas-S-Boyland-St-Brooklyn-NY-11212/30633090_zpid/
3,2,"1,656",216 Deems Ave Staten Island NY 10314,Staten Island,146,"4,238","589,900",For sale,"Tom Crimmins Realty, Ltd. 718-370-3200",Donna Urkonis ,https://www.zillow.com/homedetails/216-Deems-Ave-Staten-Island-NY-10314/32282720_zpid/
1,1,--,59 Quincy St #4F Brooklyn NY 11238,Brooklyn,8,"1,263","499,000",For sale,Douglas Elliman 347-381-4149,Alex Maroni ,https://www.zillow.com/homedetails/59-Quincy-St-4F-Brooklyn-NY-11238/300080989_zpid/
3,2,960,33-14 204th St Bayside NY 11361,Bayside,52,"6,406","615,888",For sale,Keller Williams Rlty Landmark 718-475-2700,Anthony Testani ,https://www.zillow.com/homedetails/33-14-204th-St-Bayside-NY-11361/2077589486_zpid/
--,1,--,1200 E 53rd St APT 3M Brooklyn NY 11234,Brooklyn,114,550,"135,000",For sale,Compass 954-328-6534,Michaela B. ,https://www.zillow.com/homedetails/1200-E-53rd-St-APT-3M-Brooklyn-NY-11234/2077487512_zpid/
4,3,"2,072",50-24 214th St Oakland Gardens NY 11364,Oakland Gardens,74,"1,020","1,399,999",For sale,Stonegate Real Estate 516-740-2777,Robert Heicklen ,https://www.zillow.com/homedetails/50-24-214th-St-Oakland-Gardens-NY-11364/2075350378_zpid/
6,5,--,150-18-99 Place South Ozone Park NY 11420,South Ozone Park,37,"4,034","590,000",For sale,Winzone Realty Inc 718-899-7000,Shahidul K Chowdhury ,https://www.zillow.com/homedetails/150-18-99-Place-South-Ozone-Park-NY-11420/2076753689_zpid/
3,2,"1,260",616 81st St Brooklyn NY 11209,Brooklyn,78,"6,234","880,000",For sale,Brown Harris Stevens 917-757-8648,Daniel Thompson ,https://www.zillow.com/homedetails/616-81st-St-Brooklyn-NY-11209/30698306_zpid/
4,4,--,288 West St #6W5W New York NY 10013,New York,277,"4,856","5,398,000",For sale,Corcoran 212-941-2560,Danny Davis ,https://www.zillow.com/homedetails/288-West-St-6W5W-New-York-NY-10013/2079782723_zpid/
2,1,--,69-42 218th St #D Oakland Gardens NY 11364,Oakland Gardens,20,"3,264","399,999",For sale,Winzone Realty Inc 631-816-5079,Amy Qiu ,https://www.zillow.com/homedetails/69-42-218th-St-D-Oakland-Gardens-NY-11364/2075699434_zpid/
1,1,"74,798",166 E 35th St APT 4B New York NY 10016,New York,2,357,"515,000",For sale,Compass,Jason Lee ,https://www.zillow.com/homedetails/166-E-35th-St-APT-4B-New-York-NY-10016/244743785_zpid/
4,2,"2,280",350 15th St Brooklyn NY 11215,Brooklyn,26,"3,227","1,900,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/350-15th-St-Brooklyn-NY-11215/30586289_zpid/
2,2,"1,200",9825 64th Rd #B Rego Park NY 11374,Rego Park,23,345,"695,000",For sale,"Sell Your Home Services, LLC 877-893-6566",Daniel J Demers ,https://www.zillow.com/homedetails/9825-64th-Rd-B-Rego-Park-NY-11374/2075315460_zpid/
3,1,915,605 Katan Ave Staten Island NY 10312,Staten Island,30,"1,655","425,000",New construction,Thomas Gugliucci Real Estate 347-302-2420,Thomas Gugliucci ,https://www.zillow.com/homedetails/605-Katan-Ave-Staten-Island-NY-10312/32354912_zpid/
--,1,--,3015 Riverdale Ave APT 1F Bronx NY 10463,Bronx,4,591,"145,000",For sale,Compass 954-816-7333,Geoffrey Weiss ,https://www.zillow.com/homedetails/3015-Riverdale-Ave-APT-1F-Bronx-NY-10463/215954519_zpid/
4,4,"3,146",144-15 South Dr Whitestone NY 11357,Whitestone,23,726,"2,550,000",For sale,Keller Williams Rlty Landmark 718-475-2700,Virginia Pulisic ,https://www.zillow.com/homedetails/144-15-South-Dr-Whitestone-NY-11357/2080339503_zpid/
3,2,"1,773",69-31 67th St Ridgewood NY 11385,Ridgewood,14,"1,951","798,000",For sale,Compass 917-859-4309,Christian H. Wittmann ,https://www.zillow.com/homedetails/69-31-67th-St-Ridgewood-NY-11385/2075625199_zpid/
5,2,--,12407 152nd Ave S Ozone Park NY 11420,S Ozone Park,59,784,"699,999",For sale,Voro LLC 877-943-8676,Gurjit Brar ,https://www.zillow.com/homedetails/12407-152nd-Ave-S-Ozone-Park-NY-11420/2099669454_zpid/
5,3,--,921A Jefferson Ave Brooklyn NY 11221,Brooklyn,74,574,"1,300,000",For sale,Fave Realty Inc 516-519-8049,Tonya L Channell ,https://www.zillow.com/homedetails/921A-Jefferson-Ave-Brooklyn-NY-11221/2082007490_zpid/
4,3,"2,571",1662 Bayview Ave Bronx NY 10465,Bronx,9,"1,167","864,999",For sale,Turn Key Realty Group Inc 914-361-1065,Stephen T Mele ,https://www.zillow.com/homedetails/1662-Bayview-Ave-Bronx-NY-10465/29844440_zpid/
6,5,"3,600",3166 Philip Ave Bronx NY 10465,Bronx,85,"2,726","1,059,000",For sale,Hillel Realty Group 646-267-9736,Erez Hillel ,https://www.zillow.com/homedetails/3166-Philip-Ave-Bronx-NY-10465/29846125_zpid/
2,3,"1,116",640 Barbey St Brooklyn NY 11207,Brooklyn,109,"2,526","475,000",For sale,Fillmore R.E-9301 Flatlands Av 718-272-6666,John H. Johnson Jr ,https://www.zillow.com/homedetails/640-Barbey-St-Brooklyn-NY-11207/64600139_zpid/
--,1,"35,532",330 E 70th St APT 4C New York NY 10021,New York,505,"2,430","285,000",For sale,Douglas Elliman 917-975-4241,Christine Mulligan ,https://www.zillow.com/homedetails/330-E-70th-St-APT-4C-New-York-NY-10021/244728572_zpid/
6,4,"2,400",2511 Lodovick Ave Bronx NY 10469,Bronx,52,"4,082","699,000",For sale,Remax IQ,Roody Casseus ,https://www.zillow.com/homedetails/2511-Lodovick-Ave-Bronx-NY-10469/29822642_zpid/
3,4,"3,157",188 E 64th St PENTHOUSE 4 New York NY 10065,New York,10,989,"10,000,000",For sale,Compass,Philip Scheinfeld ,https://www.zillow.com/homedetails/188-E-64th-St-PENTHOUSE-4-New-York-NY-10065/31534788_zpid/
--,1,525,77 Bleecker St APT 206 New York NY 10012,New York,456,"2,667","450,000",For sale,Compass 561-405-0945,The Garson Team ,https://www.zillow.com/homedetails/77-Bleecker-St-APT-206-New-York-NY-10012/72512402_zpid/
4,6,"5,329",520 W 28th St #DUPLEX3-4 New York NY 10001,New York,74,"2,123","14,975,000",For sale,Corcoran 212-502-5528,Corcoran Sunshine ,https://www.zillow.com/homedetails/520-W-28th-St-DUPLEX3-4-New-York-NY-10001/2077068599_zpid/
2,1,859,350 Albany St APT 5O New York NY 10280,New York,195,"1,642","799,000",For sale,Corcoran 212-444-7940,Douglas Albert ,https://www.zillow.com/homedetails/350-Albany-St-APT-5O-New-York-NY-10280/31491114_zpid/
4,3,"1,600",171 N Burgher Ave Staten Island NY 10310,Staten Island,79,"4,584","358,000",For sale,Re/Max Edge 718-288-3835,Sherif Sadek ,https://www.zillow.com/homedetails/171-N-Burgher-Ave-Staten-Island-NY-10310/32275343_zpid/
3,1,850,88-39 Shore Pkwy UNIT 36 Howard Beach NY 11414,Howard Beach,24,466,"325,000",For sale,Century 21 Amiable Rlty Grp II 718-835-4700,Michael K Driscoll ,https://www.zillow.com/homedetails/88-39-Shore-Pkwy-UNIT-36-Howard-Beach-NY-11414/305371488_zpid/
2,2,750,313 E 56th St APT 2C New York NY 10022,New York,137,"3,720","690,000",For sale,Douglas Elliman 917-697-3587,Jason Penner ,https://www.zillow.com/homedetails/313-E-56th-St-APT-2C-New-York-NY-10022/79481129_zpid/
2,3,"2,200",303 E 57th St APT 41A New York NY 10022,New York,203,"2,058","998,000",For sale,Compass 917-684-9424,Keith Jacoby ,https://www.zillow.com/homedetails/303-E-57th-St-APT-41A-New-York-NY-10022/72525899_zpid/
8,10,"11,371",20 E 73rd St New York NY 10021,New York,147,"5,706","32,500,000",For sale,Brown Harris Stevens 212-906-9274,John Burger ,https://www.zillow.com/homedetails/20-E-73rd-St-New-York-NY-10021/31533823_zpid/
6,9,"8,757",80 W Washington Pl New York NY 10011,New York,86,"8,758","24,900,000",For sale,Leslie J. Garfield 212-574-6962,Christopher Co. ,https://www.zillow.com/homedetails/80-W-Washington-Pl-New-York-NY-10011/2077185911_zpid/
2,1,--,112-50 Northern Blvd #6 Corona NY 11368,Corona,10,"1,100","195,000",For sale,New York Realty Minimax,THONY REVELO ,https://www.zillow.com/homedetails/112-50-Northern-Blvd-6-Corona-NY-11368/2075581409_zpid/
2,1,948,2860 Bailey Ave APT 5J Bronx NY 10463,Bronx,134,"1,183","265,000",For sale,Corcoran 917-498-5465,Maggie Nieves ,https://www.zillow.com/homedetails/2860-Bailey-Ave-APT-5J-Bronx-NY-10463/215950559_zpid/
4,3,"1,806",2541 Mill Ave Brooklyn NY 11234,Brooklyn,78,"8,517","699,000",For sale,5 Boro Realty Corp,Nina Sabag ,https://www.zillow.com/homedetails/2541-Mill-Ave-Brooklyn-NY-11234/30788973_zpid/
6,3,974,17358 105th Ave Jamaica NY 11433,Jamaica,110,"3,657","575,000",For sale,Keystone Realty USA Corp 347-419-5268,Keystone Realty Of Greater New York ,https://www.zillow.com/homedetails/17358-105th-Ave-Jamaica-NY-11433/32140399_zpid/
2,1,--,30-15 Hobart St #1C Woodside NY 11377,Woodside,2,319,"475,000",For sale,Keller Williams Realty Landmark II 646-552-5034,geri mckeon ,https://www.zillow.com/homedetails/30-15-Hobart-St-1C-Woodside-NY-11377/2075311773_zpid/
3,1,"1,050",354 Sleight Ave Staten Island NY 10307,Staten Island,7,947,"499,900",For sale,Berns Agency 718-967-2200,Adam S Weintraub ,https://www.zillow.com/homedetails/354-Sleight-Ave-Staten-Island-NY-10307/32376129_zpid/
5,5,"4,000",554 E 18th St Brooklyn NY 11226,Brooklyn,108,"2,587","3,200,000",For sale,Douglas Elliman 718-856-3572,Rebekah Carver ,https://www.zillow.com/homedetails/554-E-18th-St-Brooklyn-NY-11226/30669014_zpid/
1,1,--,303 E 57th St APT 21C New York NY 10022,New York,9,"1,023","390,000",For sale,Douglas Elliman 212-303-5262,Suzan Kremer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-21C-New-York-NY-10022/2075440492_zpid/
5,7,"7,488",111 Murray St #PH2 New York NY 10007,New York,1002,"11,523","40,000,000",For sale,Douglas Elliman 212-350-8022,Emily Sertic ,https://www.zillow.com/homedetails/111-Murray-St-PH2-New-York-NY-10007/2089608938_zpid/
5,5,"3,600",14 Ascan Ave Forest Hills NY 11375,Forest Hills,98,"4,832","2,188,000",For sale,Daniel Gale Sotheby's,GiGi Malek ,https://www.zillow.com/homedetails/14-Ascan-Ave-Forest-Hills-NY-11375/32005380_zpid/
4,2,"1,681",105-17 101st Rd #1A Ozone Park NY 11416,Ozone Park,2,346,"695,000",For sale,Great Success Realty 718-883-1800,SAM Matsui ,https://www.zillow.com/homedetails/105-17-101st-Rd-1A-Ozone-Park-NY-11416/2075308549_zpid/
3,2,--,68-48 Springfield Blvd Oakland Gardens NY 11364,Oakland Gardens,52,"1,415","410,000",For sale,Winzone Realty Inc 718-899-7000,Amy Qiu ,https://www.zillow.com/homedetails/68-48-Springfield-Blvd-Oakland-Gardens-NY-11364/2077777708_zpid/
7,5,"2,874",449 Seaver Ave Staten Island NY 10305,Staten Island,9,"1,399","899,000",For sale,RE/MAX Elite 718-576-2400,John Polignone ,https://www.zillow.com/homedetails/449-Seaver-Ave-Staten-Island-NY-10305/32332215_zpid/
2,1,--,11225 34th Ave APT 5B Corona NY 11368,Corona,23,"2,571","178,000",For sale,Winzone Realty Inc 917-579-9582,LaToya Reina ,https://www.zillow.com/homedetails/11225-34th-Ave-APT-5B-Corona-NY-11368/2076513261_zpid/
2,1,--,130 Lenox Ave APT 206 New York NY 10026,New York,52,"1,555","597,500",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/130-Lenox-Ave-APT-206-New-York-NY-10026/2114086343_zpid/
2,2,800,929 Park Ave #1A New York NY 10028,New York,504,"3,944","835,000",For sale,Douglas Elliman 212-365-0339,Emilio Martinez ,https://www.zillow.com/homedetails/929-Park-Ave-1A-New-York-NY-10028/114442488_zpid/
2,1,"1,011",32-20 92nd St #D509 East Elmhurst NY 11369,East Elmhurst,23,"1,430","275,000",For sale,Douglas Elliman Real Estate 516-354-6500,Monica U Altmann ,https://www.zillow.com/homedetails/32-20-92nd-St-D509-East-Elmhurst-NY-11369/2078012090_zpid/
3,2,"1,321",116-30 200th St Saint Albans NY 11412,Saint Albans,74,--,"400,000",Auction,None,Jim Pappas ,https://www.zillow.com/homedetails/116-30-200th-St-Saint-Albans-NY-11412/2077641840_zpid/
3,5,"4,739",15 Central Park W #PH43 New York NY 10023,New York,543,"6,198","57,500,000",For sale,Corcoran 917-710-1150,Deborah Kern ,https://www.zillow.com/homedetails/15-Central-Park-W-PH43-New-York-NY-10023/2083155303_zpid/
4,2,"1,344",135-34 234th St Rosedale NY 11422,Rosedale,150,"1,931","335,000",For sale,SOWAE CORP 646-619-7424,Eric Lee ,https://www.zillow.com/homedetails/135-34-234th-St-Rosedale-NY-11422/2077937445_zpid/
5,6,"4,080",5 Milden Ave Staten Island NY 10301,Staten Island,67,"3,243","2,500,000",For sale,RE/MAX Elite 718-576-2400,John Polignone ,https://www.zillow.com/homedetails/5-Milden-Ave-Staten-Island-NY-10301/32293551_zpid/
5,10,"6,500",247 W 13th St New York NY 10011,New York,37,"5,526","14,000,000",For sale,Sotheby's International Realty 212-431-2457,Brad Ingalls ,https://www.zillow.com/homedetails/247-W-13th-St-New-York-NY-10011/31500620_zpid/
2,2,--,190 E 72nd St APT 11B New York NY 10021,New York,88,"2,689","595,000",For sale,Warburg Realty 212-439-4537,Susan Abrams ,https://www.zillow.com/homedetails/190-E-72nd-St-APT-11B-New-York-NY-10021/79503534_zpid/
6,3,"3,600",125-09 133 Ave Wakefield NY 11420,Wakefield,2,181,"1,128,000",For sale,CSG REALTY CORP 718-704-1678,Clement  Shawn Grimmond ,https://www.zillow.com/homedetails/125-09-133-Ave-Wakefield-NY-11420/2102480277_zpid/
3,2,"1,374",904 E 37th St Brooklyn NY 11210,Brooklyn,4,"1,378","668,000",For sale,Corcoran,Sabrina Gilbert ,https://www.zillow.com/homedetails/904-E-37th-St-Brooklyn-NY-11210/30664108_zpid/
4,5,"3,068",85 Jay St #B Brooklyn NY 11201,Brooklyn,183,"3,389","7,850,000",For sale,CIM / LIVWRK 718-246-3866,Front & York Sales Gallery ,https://www.zillow.com/homedetails/85-Jay-St-B-Brooklyn-NY-11201/2078351160_zpid/
1,2,"1,130",26910 Grand Central Pkwy APT 10S Floral Park NY 11005,Floral Park,23,59,"449,000",For sale,Magic Of Great Neck Realty 516-487-6300,Annette F Kroll ,https://www.zillow.com/homedetails/26910-Grand-Central-Pkwy-APT-10S-Floral-Park-NY-11005/245406170_zpid/
4,6,"3,620",124 E 93rd St New York NY 10128,New York,87,"5,159","5,000,000",For sale,Brown Harris Stevens 212-906-9219,Lynda Wiggins ,https://www.zillow.com/homedetails/124-E-93rd-St-New-York-NY-10128/31542348_zpid/
9,4,"3,680",554 W 165th St New York NY 10032,New York,66,"4,813","995,000",For sale,Stephen P. Wald 212-750-9253,Stephen Wald ,https://www.zillow.com/homedetails/554-W-165th-St-New-York-NY-10032/31553580_zpid/
3,2,"2,200",166 Bank St #2D New York NY 10014,New York,9,973,"3,750,000",For sale,The SIMPLE Real Estate Co 917-848-4868,Louisa Gillen ,https://www.zillow.com/homedetails/166-Bank-St-2D-New-York-NY-10014/79495476_zpid/
3,3,"2,500",153 Chambers St New York NY 10007,New York,15,"1,802","5,250,000",For sale,Brown Harris Stevens 212-381-4248,Richard Orenstein ,https://www.zillow.com/homedetails/153-Chambers-St-New-York-NY-10007/143077074_zpid/
3,2,"1,358",52 Purcell St Staten Island NY 10310,Staten Island,119,365,"680,000",For sale,Connie Profaci Realty 718-667-9100,Susan B Tell ,https://www.zillow.com/homedetails/52-Purcell-St-Staten-Island-NY-10310/32279453_zpid/
6,3,--,885 Albany Ave Brooklyn NY 11203,Brooklyn,74,"1,007","749,000",For sale,Keller Williams Realty Liberty 718-848-4700,Nissim Levy ,https://www.zillow.com/homedetails/885-Albany-Ave-Brooklyn-NY-11203/30659098_zpid/
3,2,--,151-31 11th Ave Whitestone NY 11357,Whitestone,23,"2,434","968,888",For sale,Realty 2000 Corp 646-886-0396,Tony Katsigiannis ,https://www.zillow.com/homedetails/151-31-11th-Ave-Whitestone-NY-11357/2076493605_zpid/
4,3,"2,070",32-04 172nd St Flushing NY 11358,Flushing,23,"1,372","1,250,000",For sale,Keller Williams Rlty Landmark 718-475-2700,Virginia Pulisic ,https://www.zillow.com/homedetails/32-04-172nd-St-Flushing-NY-11358/2077549116_zpid/
2,2,945,118 Parkview Loop Staten Island NY 10314,Staten Island,2,686,"359,999",For sale,Keller Williams Landmark II 347-846-1200,Johanna Castel ,https://www.zillow.com/homedetails/118-Parkview-Loop-Staten-Island-NY-10314/32303778_zpid/
3,2,"1,700",241-20 143rd Ave Rosedale NY 11422,Rosedale,74,693,"598,000",For sale,Douglas Elliman Real Estate 516-354-6500,JoniRose Jankie ,https://www.zillow.com/homedetails/241-20-143rd-Ave-Rosedale-NY-11422/2075360342_zpid/
4,6,"6,745",1010 Park Ave #PENTHOUSE New York NY 10028,New York,332,"2,206","32,500,000",For sale,Corcoran 212-605-9217,hilary LAndis ,https://www.zillow.com/homedetails/1010-Park-Ave-PENTHOUSE-New-York-NY-10028/2080683979_zpid/
3,1,--,8080 Cypress Ave Glendale NY 11385,Glendale,73,"3,711","530,000",For sale,Keller Williams Landmark II 347-846-1200,Rosa M Collado ,https://www.zillow.com/homedetails/8080-Cypress-Ave-Glendale-NY-11385/32016155_zpid/
3,4,"3,500",94 Thompson St #T New York NY 10012,New York,319,"3,639","10,900,000",For sale,Compass 646-228-1695,Ethan Assouline ,https://www.zillow.com/homedetails/94-Thompson-St-T-New-York-NY-10012/219641232_zpid/
6,4,"2,875",2419 Richmond Rd Staten Island NY 10306,Staten Island,146,388,"950,000",For sale,"Neuhaus Realty, Inc. 718-979-3400",Lilit Torosyan ,https://www.zillow.com/homedetails/2419-Richmond-Rd-Staten-Island-NY-10306/32295436_zpid/
2,1,900,109-18 Lefferts Blvd #D6 South Ozone Park NY 11420,South Ozone Park,3,299,"325,000",For sale,Hatuka Properties 917-567-4664,Tomer Hatuka ,https://www.zillow.com/homedetails/109-18-Lefferts-Blvd-D6-South-Ozone-Park-NY-11420/2075322266_zpid/
1,1,--,258 W 117th St #33W New York NY 10026,New York,73,"4,916","240,000",For sale,Brown Harris Stevens 212-381-2578,Traci Byers ,https://www.zillow.com/homedetails/258-W-117th-St-33W-New-York-NY-10026/2077056189_zpid/
6,4,"3,353",539 Quincy St Brooklyn NY 11221,Brooklyn,2,570,"1,300,000",For sale,Corcoran 718-832-4155,Wassim Fakhereddine ,https://www.zillow.com/homedetails/539-Quincy-St-Brooklyn-NY-11221/30603088_zpid/
